record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,od_buy,mid_rate,sell_margin_pct,buy_margin_pct,od_buy_margin_pct
native,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.93,0.9138,0.9043,0.9218999999999999,0.8786202408070407,0.8786202408070286,1.909100770148601
native,dbs,CAD,SGD,CAD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.9332,0.9106,0.9043,0.9218999999999999,1.2257294717431488,1.2257294717431368,1.909100770148601
native,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.589,1.555,1.5533,1.572,1.0814249363867623,1.0814249363867763,1.1895674300254555
native,dbs,CHF,SGD,CHF/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.5898,1.5542,1.5533,1.572,1.132315521628501,1.132315521628501,1.1895674300254555
native,dbs,CNH,SGD,CNH/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.192,0.1872,,0.1896,1.2658227848101338,1.265822784810119,
native,dbs,CNH,SGD,CNH/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1927,0.1865,,0.1896,1.6350210970464236,1.6350210970464092,
native,dbs,CNY,SGD,CNY/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1899,,,,,,
native,dbs,CNY,SGD,CNY/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1916,,,,,,
native,dbs,DKK,SGD,DKK/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.2009,0.195,0.192,0.19795000000000001,1.490275322051013,1.490275322051027,3.0058095478656277
native,dbs,DKK,SGD,DKK/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.2013,0.1946,0.192,0.19795000000000001,1.692346552159632,1.692346552159646,3.0058095478656277
native,dbs,EUR,SGD,EUR/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.4943,1.4655,1.4566,1.4799,0.9730387188323515,0.9730387188323515,1.5744307047773565
native,dbs,EUR,SGD,EUR/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.495,1.4647,1.4566,1.4798499999999999,1.0237524073385966,1.0237524073385815,1.5711051795790112
native,dbs,GBP,SGD,GBP/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.7462,1.7172,1.7001,1.7317,0.8373274816654129,0.8373274816654129,1.824796442801875
native,dbs,GBP,SGD,GBP/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.7479,1.7154,1.7001,1.7316500000000001,0.9384113417838406,0.9384113417838534,1.821961712817266
native,dbs,HKD,SGD,HKD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1648,0.1611,0.1592,0.16294999999999998,1.135317582080404,1.1353175820803871,2.3013194231359164
native,dbs,HKD,SGD,HKD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1649,0.161,0.1592,0.16294999999999998,1.1966861000306888,1.1966861000306719,2.3013194231359164
native,dbs,HUF,SGD,HUF/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.4141,,,,,,
native,dbs,HUF,SGD,HUF/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.4158,,,,,,
native,dbs,ID0,SGD,ID0/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,,,,,,
native,dbs,ID0,SGD,ID0/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,0.0071,,,,,
native,dbs,IDR,SGD,IDR/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0073,,,,,,
native,dbs,IDR,SGD,IDR/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0073,,,,,,
native,dbs,IN0,SGD,IN0/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,1.3329,,,,,
native,dbs,IN0,SGD,IN0/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,1.3329,,,,,
native,dbs,INR,SGD,INR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.3562,,,,,,
native,dbs,INR,SGD,INR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.367,,,,,,
native,dbs,JPY,SGD,JPY/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.8118,0.7936,0.7901,0.8027,1.1336738507537059,1.1336738507537059,1.5697022548897401
native,dbs,JPY,SGD,JPY/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.8126,0.7928,0.7901,0.8027,1.2333374859848039,1.2333374859848039,1.5697022548897401
native,dbs,KRW,SGD,KRW/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0916,,,,,,
native,dbs,KRW,SGD,KRW/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0916,,,,,,
native,dbs,KWD,SGD,KWD/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,424.9789,,,,,,
native,dbs,KWD,SGD,KWD/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,426.6548,,,,,,
native,dbs,LKR,SGD,LKR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.3925,,,,,,
native,dbs,LKR,SGD,LKR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.3925,,,,,,
native,dbs,MM1,SGD,MM1/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,,,,,,
native,dbs,MM1,SGD,MM1/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,,,,,,
native,dbs,MMK,SGD,MMK/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0327,,,,,,
native,dbs,MMK,SGD,MMK/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0327,,,,,,
native,dbs,MUR,SGD,MUR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,2.7777,,,,,,
native,dbs,MUR,SGD,MUR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,2.7886,,,,,,
native,dbs,MXN,SGD,MXN/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,7.652,,,,,,
native,dbs,MXN,SGD,MXN/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,7.652,,,,,,
native,dbs,MY0,SGD,MY0/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,0.3121,,,,,
native,dbs,MY0,SGD,MY0/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,0.3121,,,,,
native,dbs,MYR,SGD,MYR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.3167,,,,,,
native,dbs,MYR,SGD,MYR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.3167,,,,,,
native,dbs,NOK,SGD,NOK/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1375,0.1333,0.1301,0.13540000000000002,1.550960118168383,1.5509601181684034,3.9143279172821464
native,dbs,NOK,SGD,NOK/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1379,0.1329,0.1301,0.1354,1.846381093057609,1.846381093057609,3.914327917282127
native,dbs,NZD,SGD,NZD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.7632,0.7435,0.7364,0.75335,1.307493197053166,1.3074931970531511,2.2499502223402015
native,dbs,NZD,SGD,NZD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.7639,0.7427,0.7364,0.7533000000000001,1.4071419089340158,1.4071419089340307,2.243462100092928
native,dbs,OMR,SGD,OMR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,3.3479,,,,,,
native,dbs,OMR,SGD,OMR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,3.3479,,,,,,
native,dbs,PH0,SGD,PH0/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,2.071,,,,,
native,dbs,PH0,SGD,PH0/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,2.071,,,,,
native,dbs,PHP,SGD,PHP/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,2.1072,,,,,,
native,dbs,PHP,SGD,PHP/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,2.123,,,,,,
native,dbs,PLN,SGD,PLN/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.3491,,,,,,
native,dbs,PLN,SGD,PLN/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.3504,,,,,,
native,dbs,QAR,SGD,QAR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.359,,,,,,
native,dbs,QAR,SGD,QAR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.3604,,,,,,
native,dbs,RUB,SGD,RUB/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,,,,,,
native,dbs,RUB,SGD,RUB/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,,,,,,,
native,dbs,SAR,SGD,SAR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,34.5371,,,,,,
native,dbs,SAR,SGD,SAR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,34.5371,,,,,,
native,dbs,SEK,SGD,SEK/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1363,0.1322,0.1285,0.13425,1.5270018621973902,1.5270018621973902,4.2830540037243985
native,dbs,SEK,SGD,SEK/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.1368,0.1316,0.1285,0.13419999999999999,1.9374068554396568,1.937406855439636,4.247391952309973
native,dbs,THB,SGD,THB/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,3.9345,3.7944,3.715,3.8644499999999997,1.8126770950588098,1.8126770950587985,3.8673032384944785
native,dbs,THB,SGD,THB/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,3.9387,3.7902,3.715,3.8644499999999997,1.9213600900516283,1.921360090051617,3.8673032384944785
native,dbs,TND,SGD,TND/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.4464,,,,,,
native,dbs,TND,SGD,TND/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.4464,,,,,,
native,dbs,TWD,SGD,TWD/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,4.0471,,,,,,
native,dbs,TWD,SGD,TWD/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,4.0511,,,,,,
native,dbs,USD,SGD,USD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.2897,1.2688,1.2634,1.27925,0.8168848934922861,0.8168848934922861,1.2390072307992903
native,dbs,USD,SGD,USD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,1.2906,1.2679,1.2634,1.27925,0.8872386163767809,0.8872386163767809,1.2390072307992903
native,dbs,VND,SGD,VND/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0051,,,,,,
native,dbs,VND,SGD,VND/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0051,,,,,,
native,dbs,XAU,SGD,XAU/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,5637.14,5555.76,5555.76,5596.450000000001,0.7270680520687148,0.7270680520687312,0.7270680520687312
native,dbs,XAU,SGD,XAU/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,5637.14,5555.76,5555.76,5596.450000000001,0.7270680520687148,0.7270680520687312,0.7270680520687312
native,dbs,ZAR,SGD,ZAR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0804,0.0778,,0.0791,1.6434892541087174,1.6434892541087351,
native,dbs,ZAR,SGD,ZAR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-16T13:07:44.867354+00:00,0.0807,0.0775,,0.0791,2.022756005056878,2.0227560050568956,
native,ocbc,AED,SGD,AED/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,35.7248,33.696,,34.7104,2.9224670415783223,2.9224670415783223,
native,ocbc,AED,SGD,AED/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,35.7142,33.7132,,34.7104,2.891928643864658,2.8729141698165375,
native,ocbc,AUD,SGD,AUD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.9214,0.8922,,0.9068,1.6100573445081545,1.610057344508167,
native,ocbc,AUD,SGD,AUD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.9195,0.894,,0.9068,1.4005293339214746,1.4115571239523637,
native,ocbc,BGN,SGD,BGN/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.0,0.0,,0.0,,,
native,ocbc,BGN,SGD,BGN/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.0,0.0,,0.0,,,
native,ocbc,BHD,SGD,BHD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.0,0.0,,0.0,,,
native,ocbc,BHD,SGD,BHD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.0,0.0,,0.0,,,
native,ocbc,CAD,SGD,CAD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.9375,0.9043,,0.9209,1.8025844282766803,1.802584428276692,
native,ocbc,CAD,SGD,CAD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.9357,0.9061,,0.9209,1.6071234661743865,1.6071234661743983,
native,ocbc,CHF,SGD,CHF/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,160.1568,154.4651,,157.311,1.8090279764288553,1.8090915447743643,
native,ocbc,CHF,SGD,CHF/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,159.8421,154.7797,,157.311,1.60897839311935,1.6091055298103858,
native,ocbc,CNH,SGD,CNH/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,19.2993,18.738,,19.0187,1.4753900108840234,1.475915809177281,
native,ocbc,CNH,SGD,CNH/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,19.2898,18.7569,,19.0187,1.4254391730244473,1.3765399317513678,
native,ocbc,CZK,SGD,CZK/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.0,0.0,,0.0,,,
native,ocbc,CZK,SGD,CZK/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,0.0,0.0,,0.0,,,
native,ocbc,DKK,SGD,DKK/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,20.1276,19.4134,,19.7705,1.8062264484965107,1.8062264484964927,
native,ocbc,DKK,SGD,DKK/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,20.0881,19.453,,19.7705,1.6064338281783583,1.6059280240762703,
native,ocbc,EUR,SGD,EUR/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,1.4946,1.4579,,1.4763,1.239585450111765,1.2463591410959813,
native,ocbc,EUR,SGD,EUR/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,1.4929,1.4598,,1.4763,1.1244327033800683,1.1176590123958516,
native,ocbc,GBP,SGD,GBP/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-16T13:07:46.394387+00:00,1.7496,1.7064,,1.728,1.2500000000000038,1.2500000000000038,
