record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,od_buy,mid_rate
native,dbs,AED,SGD,AED/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.35,0.3452,,0.3476
native,dbs,AED,SGD,AED/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3527,0.3424,,0.34755
native,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.9193,0.8992,0.8942,0.90925
native,dbs,AUD,SGD,AUD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.9197,0.8987,0.8942,0.9092
native,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.0543,,,
native,dbs,BDT,SGD,BDT/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.0543,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,3.4668,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,3.4805,,,
native,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.0,1.0,0.9926,1.0
native,dbs,BND,SGD,BND/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.0,1.0,0.9926,1.0
native,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.9285,0.9146,0.9051,0.92155
native,dbs,CAD,SGD,CAD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.9318,0.9114,0.9051,0.9216
native,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.5919,1.5618,1.56,1.57685
native,dbs,CHF,SGD,CHF/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.5927,1.561,1.56,1.5768499999999999
native,dbs,CNH,SGD,CNH/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1915,0.1871,,0.1893
native,dbs,CNH,SGD,CNH/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1922,0.1865,,0.18935000000000002
native,dbs,CNY,SGD,CNY/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1894,,,
native,dbs,CNY,SGD,CNY/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1911,,,
native,dbs,DKK,SGD,DKK/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.2007,0.1952,0.1923,0.19795000000000001
native,dbs,DKK,SGD,DKK/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.2011,0.1949,0.1923,0.198
native,dbs,EUR,SGD,EUR/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.493,1.4677,1.4588,1.48035
native,dbs,EUR,SGD,EUR/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.4938,1.467,1.4588,1.4804
native,dbs,GBP,SGD,GBP/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.7433,1.7188,1.7017,1.7310500000000002
native,dbs,GBP,SGD,GBP/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.745,1.7171,1.7017,1.7310500000000002
native,dbs,HKD,SGD,HKD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1643,0.161,0.1591,0.16265000000000002
native,dbs,HKD,SGD,HKD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1645,0.1609,0.1591,0.1627
native,dbs,HUF,SGD,HUF/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.4147,,,
native,dbs,HUF,SGD,HUF/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.4164,,,
native,dbs,ID0,SGD,ID0/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,,,
native,dbs,ID0,SGD,ID0/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,0.0071,,
native,dbs,IDR,SGD,IDR/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0073,,,
