record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,mid_rate,sell_margin_pct,buy_margin_pct
native,dbs,AED,SGD,AED/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,0.3472,0.3424,0.3448,0.6960556844547603,0.6960556844547603
native,dbs,AED,SGD,AED/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,0.3499,0.3397,0.3448,1.4791183294663552,1.4791183294663552
native,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,0.9225,0.9023,0.9124,1.1069706269180182,1.1069706269180182
native,dbs,AUD,SGD,AUD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,0.9229,0.9018,0.91235,1.1563544692278247,1.1563544692278125
native,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,1.0408,,,,
native,dbs,BDT,SGD,BDT/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,1.0408,,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,3.421,,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,3.4345,,,,
native,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,1.0,1.0,1.0,0.0,0.0
native,dbs,BND,SGD,BND/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-09-04 00:30:10,2026-09-03 16:30:25,2026-09-03T16:35:04.212396+00:00,1.0,1.0,1.0,0.0,0.0
