record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,mid_rate,sell_margin_pct,buy_margin_pct
native,dbs,AED,SGD,AED/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.3476,0.3423,0.34495,0.7682272793158549,0.7682272793158388
native,dbs,AED,SGD,AED/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.3503,0.3395,0.3449,1.5656712090461051,1.565671209046089
native,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.9241,0.9014,0.91275,1.2434949328951064,1.2434949328950942
native,dbs,AUD,SGD,AUD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.9246,0.901,0.9128000000000001,1.292725679228738,1.2927256792287503
native,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,1.0423,,,,
native,dbs,BDT,SGD,BDT/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,1.0423,,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,3.4258,,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,3.4393,,,,
native,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,1.0,1.0,1.0,0.0,0.0
native,dbs,BND,SGD,BND/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,1.0,1.0,1.0,0.0,0.0
native,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.9235,0.9075,0.9155,0.87383943200437,0.87383943200437
native,dbs,CAD,SGD,CAD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.9267,0.9043,0.9155,1.2233752048061157,1.2233752048061157
native,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,1.5805,1.5466,1.56355,1.0840715039493474,1.0840715039493474
native,dbs,CHF,SGD,CHF/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,1.5812,1.5458,1.5635,1.1320754716981165,1.1320754716981023
native,dbs,CNH,SGD,CNH/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.1912,0.1864,0.18880000000000002,1.2711864406779583,1.271186440677973
native,dbs,CNH,SGD,CNH/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.1918,0.1857,0.18875,1.6158940397350978,1.6158940397350978
native,dbs,CNY,SGD,CNY/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.1888,,,,
native,dbs,CNY,SGD,CNY/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.1905,,,,
native,dbs,DKK,SGD,DKK/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-09-05 06:00:00,2026-09-04 22:00:13,2026-09-06T15:36:01.894085+00:00,0.1997,0.1938,0.19674999999999998,1.4993646759847565,1.4993646759847423
