record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,mid_rate,bank_mid_rate,mid_source,sell_margin_pct,buy_margin_pct
native,dbs,AED,SGD,AED/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,0.3485,0.3437,0.34600000000000003,0.34609999999999996,MAS,0.7225433526011407,0.6647398843930705
native,dbs,AED,SGD,AED/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,0.3512,0.3409,0.34600000000000003,0.34604999999999997,MAS,1.5028901734103994,1.4739884393063725
native,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,0.9248,0.9045,0.9129,0.91465,MAS,1.3035381750465451,0.9201445941505175
native,dbs,AUD,SGD,AUD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,0.9253,0.904,0.9129,0.91465,MAS,1.358308686603129,0.9749151057070894
native,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,1.0447,,,,,,
native,dbs,BDT,SGD,BDT/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,1.0447,,,,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,3.4523,,,,,,
native,dbs,BHD,SGD,BHD/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,3.4659,,,,,,
native,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,1.0,1.0,,1.0,,,
native,dbs,BND,SGD,BND/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,1.0,1.0,,1.0,,,
native,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,0.9244,0.9105,0.9154000000000001,0.91745,MAS,0.9831767533318655,0.53528512125848
native,dbs,CAD,SGD,CAD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,0.9277,0.9073,0.9154000000000001,0.9175,MAS,1.343674896220217,0.8848590779987007
native,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-28 06:15:00,2026-08-27 22:15:13,2026-08-27T22:27:12.502325+00:00,1.5955,1.5651,1.5777,1.5802999999999998,MAS,1.128224630791647,0.7986309184255667
