record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,od_buy,mid_rate
native,ocbc,JOD,SGD,JOD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,JOD,SGD,JOD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,JPY,SGD,JPY/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.8132,0.7939,,0.8036
native,ocbc,JPY,SGD,JPY/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.8118,0.7953,,0.8036
native,ocbc,KRW,SGD,KRW/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,KRW,SGD,KRW/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,LKR,SGD,LKR/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.3956,0.0,,0.3956
native,ocbc,LKR,SGD,LKR/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.3948,0.0,,0.3956
native,ocbc,MAD,SGD,MAD/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,MAD,SGD,MAD/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,MXN,SGD,MXN/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,7.7447,0.0,,7.7447
native,ocbc,MXN,SGD,MXN/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,7.7432,0.0,,7.7447
native,ocbc,MYR,SGD,MYR/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,MYR,SGD,MYR/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,NOK,SGD,NOK/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,13.7522,13.2615,,13.5069
native,ocbc,NOK,SGD,NOK/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,13.7252,13.2885,,13.5069
native,ocbc,NZD,SGD,NZD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.7679,0.7417,,0.7548
native,ocbc,NZD,SGD,NZD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.766,0.744,,0.7548
native,ocbc,OMR,SGD,OMR/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,OMR,SGD,OMR/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,PHP,SGD,PHP/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,2.1491,0.0,,2.1491
native,ocbc,PHP,SGD,PHP/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,2.147,0.0,,2.1491
native,ocbc,PLN,SGD,PLN/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,35.2483,33.0515,,34.1499
native,ocbc,PLN,SGD,PLN/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,35.2309,33.0784,,34.1499
native,ocbc,QAR,SGD,QAR/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,36.1212,34.0198,,35.0705
native,ocbc,QAR,SGD,QAR/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,36.0998,34.0371,,35.0705
native,ocbc,RON,SGD,RON/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,RON,SGD,RON/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,RUB,SGD,RUB/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,RUB,SGD,RUB/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,0.0
native,ocbc,SAR,SGD,SAR/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,35.022,33.0917,,34.0569
native,ocbc,SAR,SGD,SAR/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,35.0047,33.1085,,34.0569
native,ocbc,SEK,SGD,SEK/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,13.6606,13.1738,,13.4172
native,ocbc,SEK,SGD,SEK/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,13.6338,13.2006,,13.4172
native,ocbc,THB,SGD,THB/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,3.9666,3.749,,3.8578
native,ocbc,THB,SGD,THB/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,3.9588,3.7567,,3.8578
native,ocbc,TRY,SGD,TRY/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,2.7449,2.6314,,2.6882
native,ocbc,TRY,SGD,TRY/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,2.7435,2.6316,,2.6882
native,ocbc,TWD,SGD,TWD/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,4.1319,0.0,,4.1319
native,ocbc,TWD,SGD,TWD/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,0.0,0.0,,4.1319
native,ocbc,USD,SGD,USD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,1.2894,1.2681,,1.2788
native,ocbc,USD,SGD,USD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,1.2878,1.2691,,1.2788
native,ocbc,ZAR,SGD,ZAR/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,8.1448,7.6661,,7.9055
native,ocbc,ZAR,SGD,ZAR/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-14T07:00:15,2026-08-14T07:00:15,2026-08-15T17:52:05.312655+00:00,8.1409,7.67,,7.9055
standardized,dbs,AED,SGD,AED/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.351,0.3456,,0.3483
standardized,dbs,AED,SGD,AED/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3538,0.3428,,0.3483
standardized,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.9177,0.8951,0.8901,0.9064
standardized,dbs,AUD,SGD,AUD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.9182,0.8946,0.8901,0.9064
standardized,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.0551,,,
standardized,dbs,BDT,SGD,BDT/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.0551,,,
standardized,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,3.4769,,,
standardized,dbs,BHD,SGD,BHD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,3.4907,,,
standardized,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.0,1.0,0.9926,1.0
standardized,dbs,BND,SGD,BND/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.0,1.0,0.9926,1.0
standardized,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.93,0.9138,0.9043,0.9218999999999999
standardized,dbs,CAD,SGD,CAD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.9332,0.9106,0.9043,0.9218999999999999
standardized,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.589,1.555,1.5533,1.572
standardized,dbs,CHF,SGD,CHF/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.5898,1.5542,1.5533,1.572
standardized,dbs,CNH,SGD,CNH/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.192,0.1872,,0.1896
standardized,dbs,CNH,SGD,CNH/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.1927,0.1865,,0.1896
standardized,dbs,CNY,SGD,CNY/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.1899,,,
standardized,dbs,CNY,SGD,CNY/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.1916,,,
standardized,dbs,DKK,SGD,DKK/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.2009,0.195,0.192,0.19795000000000001
standardized,dbs,DKK,SGD,DKK/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.2013,0.1946,0.192,0.19795000000000001
standardized,dbs,EUR,SGD,EUR/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.4943,1.4655,1.4566,1.4799
standardized,dbs,EUR,SGD,EUR/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.495,1.4647,1.4566,1.4798499999999999
standardized,dbs,GBP,SGD,GBP/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.7462,1.7172,1.7001,1.7317
standardized,dbs,GBP,SGD,GBP/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.7479,1.7154,1.7001,1.7316500000000001
standardized,dbs,HKD,SGD,HKD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.1648,0.1611,0.1592,0.16294999999999998
standardized,dbs,HKD,SGD,HKD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.1649,0.161,0.1592,0.16294999999999998
standardized,dbs,HUF,SGD,HUF/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.4141,,,
standardized,dbs,HUF,SGD,HUF/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.4158,,,
standardized,dbs,ID0,SGD,ID0/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,,,
standardized,dbs,ID0,SGD,ID0/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,0.0071,,
standardized,dbs,IDR,SGD,IDR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.0073,,,
standardized,dbs,IDR,SGD,IDR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.0073,,,
standardized,dbs,IN0,SGD,IN0/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,1.3329,,
standardized,dbs,IN0,SGD,IN0/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,1.3329,,
standardized,dbs,INR,SGD,INR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.3562,,,
standardized,dbs,INR,SGD,INR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,1.367,,,
standardized,dbs,JPY,SGD,JPY/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.8118,0.7936,0.7901,0.8027
standardized,dbs,JPY,SGD,JPY/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.8126,0.7928,0.7901,0.8027
standardized,dbs,KRW,SGD,KRW/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.0916,,,
standardized,dbs,KRW,SGD,KRW/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.0916,,,
standardized,dbs,KWD,SGD,KWD/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,424.9789,,,
standardized,dbs,KWD,SGD,KWD/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,426.6548,,,
standardized,dbs,LKR,SGD,LKR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3925,,,
standardized,dbs,LKR,SGD,LKR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3925,,,
standardized,dbs,MM1,SGD,MM1/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,,,
standardized,dbs,MM1,SGD,MM1/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,,,
standardized,dbs,MMK,SGD,MMK/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.0327,,,
standardized,dbs,MMK,SGD,MMK/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.0327,,,
standardized,dbs,MUR,SGD,MUR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,2.7777,,,
standardized,dbs,MUR,SGD,MUR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,2.7886,,,
standardized,dbs,MXN,SGD,MXN/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,7.652,,,
standardized,dbs,MXN,SGD,MXN/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,7.652,,,
standardized,dbs,MY0,SGD,MY0/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,0.3121,,
standardized,dbs,MY0,SGD,MY0/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,0.3121,,
standardized,dbs,MYR,SGD,MYR/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3167,,,
standardized,dbs,MYR,SGD,MYR/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3167,,,
standardized,dbs,NOK,SGD,NOK/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.1375,0.1333,0.1301,0.13540000000000002
standardized,dbs,NOK,SGD,NOK/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.1379,0.1329,0.1301,0.1354
standardized,dbs,NZD,SGD,NZD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.7632,0.7435,0.7364,0.75335
standardized,dbs,NZD,SGD,NZD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.7639,0.7427,0.7364,0.7533000000000001
standardized,dbs,OMR,SGD,OMR/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,3.3479,,,
standardized,dbs,OMR,SGD,OMR/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,3.3479,,,
standardized,dbs,PH0,SGD,PH0/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,2.071,,
standardized,dbs,PH0,SGD,PH0/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,,2.071,,
standardized,dbs,PHP,SGD,PHP/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,2.1072,,,
standardized,dbs,PHP,SGD,PHP/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,2.123,,,
standardized,dbs,PLN,SGD,PLN/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3491,,,
standardized,dbs,PLN,SGD,PLN/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3504,,,
standardized,dbs,QAR,SGD,QAR/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.359,,,
standardized,dbs,QAR,SGD,QAR/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-15 06:00:00,2026-08-14 22:00:15,2026-08-15T17:52:04.791159+00:00,0.3604,,,
